Node 0, start at 786, c: 13
Node 109, start at 838, c: 5
Node 110, start at 206, c: 5
Node 111, start at 46, c: 5
Node 112, start at 135, c: 7
Node 113, start at 466, c: 5
Node 114, start at 904, c: 19
Node 115, start at 654, c: 19
Node 116, start at 389, c: 13
Node 117, start at 340, c: 7
Node 118, start at 264, c: 13
Node 119, start at 580, c: 5
Node 120, start at 441, c: 7
Node 121, start at 88, c: 7
Node 122, start at 655, c: 19
Node 123, start at 725, c: 5
Node 124, start at 425, c: 3
Node 125, start at 560, c: 5
Node 126, start at 903, c: 5
Node 127, start at 506, c: 5
Node 128, start at 672, c: 13
Node 129, start at 924, c: 3
Node 130, start at 390, c: 5
Node 131, start at 538, c: 7
Node 132, start at 755, c: 11
Node 133, start at 325, c: 5
Node 134, start at 468, c: 11
Node 135, start at 104, c: 3
Node 136, start at 712, c: 5
Node 137, start at 131, c: 5
Node 138, start at 485, c: 13
Node 139, start at 475, c: 11
Node 140, start at 335, c: 5
Node 141, start at 584, c: 3
Node 142, start at 476, c: 19
Node 143, start at 21, c: 13
Node 144, start at 859, c: 5
Node 145, start at 6, c: 7
Node 146, start at 272, c: 7
Node 147, start at 604, c: 3
Node 148, start at 44, c: 13
Node 149, start at 34, c: 11
Node 150, start at 913, c: 19
Node 151, start at 791, c: 13
Node 152, start at 167, c: 3
Node 153, start at 827, c: 3
Node 154, start at 508, c: 5
Node 155, start at 129, c: 7
Node 156, start at 174, c: 3
Node 157, start at 277, c: 7
Node 158, start at 638, c: 5
Node 159, start at 87, c: 5
Node 160, start at 967, c: 19
Node 161, start at 5, c: 11
Node 162, start at 32, c: 5
Node 163, start at 79, c: 19
Node 164, start at 158, c: 5
Node 165, start at 379, c: 5
Node 166, start at 822, c: 7
Node 167, start at 992, c: 5
Node 168, start at 377, c: 3
Node 169, start at 826, c: 3
Node 170, start at 900, c: 7
Node 171, start at 101, c: 5
Node 172, start at 561, c: 7
Node 173, start at 394, c: 7
Node 174, start at 521, c: 7
Node 175, start at 754, c: 7
Node 176, start at 89, c: 5
Node 177, start at 695, c: 5
Node 178, start at 834, c: 5
Node 179, start at 906, c: 7
Node 180, start at 708, c: 19
Node 181, start at 351, c: 5
Node 182, start at 286, c: 13
Node 183, start at 319, c: 5
Node 184, start at 909, c: 13
Node 185, start at 234, c: 5
Node 186, start at 336, c: 3
Node 187, start at 404, c: 5
Node 188, start at 226, c: 3
Node 189, start at 691, c: 13
Node 190, start at 253, c: 13
Node 191, start at 520, c: 7
Node 192, start at 941, c: 7
Node 193, start at 228, c: 7
Node 194, start at 448, c: 13
Node 195, start at 271, c: 7
Node 196, start at 223, c: 5
Node 197, start at 297, c: 7
Node 198, start at 498, c: 5
Node 199, start at 164, c: 5
Node 200, start at 927, c: 5
Node 201, start at 464, c: 5
Node 202, start at 976, c: 5
Node 203, start at 943, c: 5
Node 204, start at 802, c: 5
Node 205, start at 794, c: 13
Node 206, start at 638, c: 5
Node 207, start at 393, c: 5
Node 208, start at 679, c: 5
Node 209, start at 608, c: 7
Node 210, start at 550, c: 19
Node 211, start at 372, c: 7
Node 212, start at 225, c: 5
Node 213, start at 848, c: 19
Node 214, start at 522, c: 5
Node 215, start at 201, c: 5
Node 216, start at 282, c: 3
Node 217, start at 41, c: 3
Node 218, start at 724, c: 5
Node 219, start at 780, c: 5
Node 220, start at 309, c: 13
Node 221, start at 604, c: 7
Node 222, start at 780, c: 5
Node 223, start at 337, c: 3
Node 224, start at 193, c: 3
Node 225, start at 170, c: 11
Node 226, start at 877, c: 5
Node 227, start at 862, c: 5
Node 228, start at 251, c: 5
Node 229, start at 464, c: 5
Node 230, start at 350, c: 7
Node 231, start at 195, c: 5
Node 232, start at 558, c: 11
Node 233, start at 7, c: 7
Node 234, start at 570, c: 3
Node 235, start at 629, c: 19
Node 236, start at 333, c: 5
Node 237, start at 659, c: 7
Node 238, start at 253, c: 5
Node 239, start at 250, c: 5
Node 240, start at 336, c: 13
Node 241, start at 740, c: 3
Node 242, start at 908, c: 7
Node 243, start at 109, c: 5
Node 244, start at 724, c: 3
Node 245, start at 2, c: 19
Node 246, start at 66, c: 5
Node 247, start at 916, c: 19
Node 248, start at 451, c: 3
Node 249, start at 648, c: 5
Node 250, start at 802, c: 11
Node 251, start at 107, c: 3
Node 252, start at 487, c: 7
Node 253, start at 704, c: 3
Node 254, start at 828, c: 5
Node 255, start at 130, c: 5
Node 256, start at 80, c: 7
Node 257, start at 623, c: 19
Node 258, start at 726, c: 5
Node 259, start at 402, c: 3
Node 260, start at 112, c: 7
Node 261, start at 618, c: 3
Node 262, start at 403, c: 19
Node 263, start at 473, c: 5
Node 264, start at 673, c: 5
Node 265, start at 680, c: 5
Node 266, start at 150, c: 7
Node 267, start at 266, c: 19
Node 268, start at 916, c: 5
Node 269, start at 774, c: 5
Node 270, start at 43, c: 5
Node 271, start at 940, c: 11
Node 272, start at 923, c: 11
Node 273, start at 437, c: 5
Node 274, start at 897, c: 5
Node 275, start at 284, c: 5
Node 276, start at 232, c: 5
Node 277, start at 415, c: 5
Node 278, start at 467, c: 5
Node 279, start at 309, c: 19
Node 280, start at 917, c: 5
Node 281, start at 456, c: 19
Node 282, start at 225, c: 5
Node 283, start at 875, c: 11
Node 284, start at 619, c: 3
Node 285, start at 743, c: 7
Node 286, start at 157, c: 7
Node 287, start at 720, c: 5
Node 288, start at 460, c: 19
Node 289, start at 512, c: 19
Node 290, start at 604, c: 19
Node 291, start at 597, c: 7
Node 292, start at 297, c: 5
Node 293, start at 270, c: 5
Node 294, start at 726, c: 13
Node 295, start at 88, c: 19
Node 296, start at 644, c: 7
Node 297, start at 903, c: 11
Node 298, start at 657, c: 3
Node 299, start at 925, c: 7
Node 300, start at 784, c: 3
Node 301, start at 598, c: 19
Node 302, start at 966, c: 5
Node 303, start at 870, c: 11
Node 304, start at 441, c: 5
Node 305, start at 701, c: 7
Node 306, start at 151, c: 5
Node 307, start at 852, c: 5
Node 308, start at 628, c: 5
Node 309, start at 281, c: 3
Node 310, start at 830, c: 5
Node 311, start at 377, c: 19
Node 312, start at 251, c: 3
Node 313, start at 584, c: 11
Node 314, start at 987, c: 7
Node 315, start at 211, c: 5
Node 316, start at 190, c: 7
Node 317, start at 928, c: 7
Node 318, start at 831, c: 5
Node 319, start at 204, c: 19
Node 320, start at 380, c: 5
Node 321, start at 722, c: 5
Node 322, start at 847, c: 11
Node 323, start at 452, c: 11
Node 324, start at 706, c: 11
Node 325, start at 475, c: 5
Node 326, start at 134, c: 5
Node 327, start at 34, c: 5
Node 328, start at 560, c: 5
Node 329, start at 436, c: 7
Node 330, start at 40, c: 7
Node 331, start at 7, c: 5
Node 332, start at 409, c: 3
Node 333, start at 982, c: 3
Node 334, start at 792, c: 5
Node 335, start at 3, c: 5
Node 336, start at 276, c: 5
Node 337, start at 459, c: 5
Node 338, start at 131, c: 7
Node 339, start at 401, c: 3
Node 340, start at 512, c: 13
Node 341, start at 453, c: 5
Node 342, start at 657, c: 5
Node 343, start at 520, c: 5
Node 344, start at 383, c: 5
Node 345, start at 733, c: 5
Node 346, start at 666, c: 7
Node 347, start at 905, c: 5
Node 348, start at 572, c: 13
Node 349, start at 214, c: 19
Node 350, start at 174, c: 7
Node 351, start at 485, c: 7
Node 352, start at 32, c: 7
Node 353, start at 640, c: 19
Node 354, start at 210, c: 13
Node 355, start at 697, c: 7
Node 356, start at 651, c: 5
Node 357, start at 244, c: 5
Node 358, start at 427, c: 5
Node 359, start at 230, c: 13
Node 360, start at 51, c: 5
Node 361, start at 57, c: 11
Node 362, start at 191, c: 5
Node 363, start at 139, c: 5
Node 364, start at 947, c: 5
Node 365, start at 155, c: 13
Node 366, start at 176, c: 7
Node 367, start at 84, c: 3
Node 368, start at 590, c: 3
Node 369, start at 257, c: 3
Node 370, start at 712, c: 5
Node 371, start at 801, c: 5
Node 372, start at 704, c: 19
Node 373, start at 135, c: 5
Node 374, start at 408, c: 3
Node 375, start at 347, c: 3
Node 376, start at 297, c: 5
Node 377, start at 798, c: 7
Node 378, start at 695, c: 3
Node 379, start at 902, c: 13
Node 380, start at 364, c: 5
Node 381, start at 247, c: 7
Node 382, start at 980, c: 5
Node 383, start at 127, c: 5
Node 384, start at 752, c: 19
Node 385, start at 556, c: 5
Node 386, start at 391, c: 5
Node 387, start at 485, c: 7
Node 388, start at 689, c: 5
Node 389, start at 715, c: 11
Node 390, start at 588, c: 5
Node 391, start at 726, c: 13
Node 392, start at 650, c: 19
Node 393, start at 171, c: 5
Node 394, start at 950, c: 5
Node 395, start at 329, c: 13
Node 396, start at 560, c: 5
Node 397, start at 1000, c: 5
Node 398, start at 493, c: 7
Node 399, start at 481, c: 19
Node 400, start at 631, c: 7
Node 401, start at 944, c: 5
Node 402, start at 442, c: 5
Node 403, start at 417, c: 7
Node 404, start at 762, c: 19
Node 405, start at 806, c: 11
Node 406, start at 728, c: 5
Node 407, start at 542, c: 7
Node 408, start at 381, c: 11
Node 409, start at 914, c: 5
Node 410, start at 3, c: 7
Node 411, start at 364, c: 7
Node 412, start at 177, c: 5
Node 413, start at 317, c: 3
Node 414, start at 716, c: 3
Node 415, start at 459, c: 5
Node 416, start at 23, c: 7
Node 417, start at 191, c: 5
Node 418, start at 827, c: 5
Node 419, start at 164, c: 5
Node 420, start at 420, c: 19
Node 421, start at 268, c: 11
Node 422, start at 926, c: 7
Node 423, start at 766, c: 5
Node 424, start at 144, c: 13
Node 425, start at 983, c: 3
Node 426, start at 268, c: 3
Node 427, start at 606, c: 5
Node 428, start at 349, c: 3
Node 429, start at 608, c: 11
Node 430, start at 790, c: 7
Node 431, start at 581, c: 11
Node 432, start at 54, c: 7
Node 433, start at 229, c: 13
Node 434, start at 254, c: 5
Node 435, start at 682, c: 5
Node 436, start at 707, c: 7
Node 437, start at 785, c: 5
Node 438, start at 538, c: 19
Node 439, start at 431, c: 11
Node 440, start at 994, c: 19
Node 441, start at 702, c: 5
Node 442, start at 116, c: 11
Node 443, start at 568, c: 3
Node 444, start at 632, c: 11
Node 445, start at 554, c: 7
Node 446, start at 33, c: 19
Node 447, start at 352, c: 11
Node 448, start at 475, c: 19
Node 449, start at 744, c: 7
Node 450, start at 152, c: 5
Node 451, start at 241, c: 13
Node 452, start at 864, c: 7
Node 453, start at 468, c: 13
Node 454, start at 157, c: 11
Node 455, start at 529, c: 5
Node 456, start at 221, c: 5
Node 457, start at 234, c: 19
Node 458, start at 162, c: 7
Node 459, start at 251, c: 13
Node 460, start at 751, c: 5
Node 461, start at 291, c: 5
Node 462, start at 137, c: 11
Node 463, start at 53, c: 5
Node 464, start at 67, c: 13
Node 465, start at 374, c: 13
Node 466, start at 829, c: 19
Node 467, start at 343, c: 3
Node 468, start at 918, c: 13
Node 469, start at 145, c: 5
Node 470, start at 859, c: 3
Node 471, start at 186, c: 19
Node 472, start at 989, c: 5
Node 473, start at 81, c: 7
Node 474, start at 867, c: 5
Node 475, start at 190, c: 5
Node 476, start at 358, c: 5
Node 477, start at 477, c: 7
Node 478, start at 657, c: 7
Node 479, start at 252, c: 13
Node 480, start at 762, c: 5
Node 481, start at 415, c: 11
Node 482, start at 788, c: 19
Node 483, start at 136, c: 3
Node 484, start at 238, c: 5
Node 485, start at 134, c: 11
Node 486, start at 107, c: 7
Node 487, start at 944, c: 3
Node 488, start at 593, c: 11
Node 489, start at 846, c: 7
Node 490, start at 946, c: 5
Node 491, start at 404, c: 19
Node 492, start at 931, c: 19
Node 493, start at 948, c: 5
Node 494, start at 917, c: 19
Node 495, start at 741, c: 5
Node 496, start at 741, c: 5
Node 497, start at 938, c: 7
Node 498, start at 239, c: 3
Node 499, start at 121, c: 3
Node 500, start at 635, c: 19
Node 501, start at 570, c: 7
Node 502, start at 292, c: 11
Node 503, start at 590, c: 5
Node 504, start at 859, c: 19
Node 505, start at 784, c: 5
Node 506, start at 871, c: 19
Node 507, start at 706, c: 5
Node 508, start at 422, c: 7
Node 509, start at 963, c: 5
Node 510, start at 445, c: 13
Node 511, start at 260, c: 5
Node 512, start at 426, c: 7
Node 513, start at 249, c: 7
Node 514, start at 449, c: 5
Node 515, start at 679, c: 5
Node 516, start at 147, c: 7
Node 517, start at 120, c: 5
Node 518, start at 919, c: 13
Node 519, start at 682, c: 5
Node 520, start at 696, c: 5
Node 521, start at 15, c: 5
Node 522, start at 970, c: 5
Node 523, start at 474, c: 5
Node 524, start at 292, c: 19
Node 525, start at 553, c: 11
Node 526, start at 505, c: 5
Node 527, start at 372, c: 11
Node 528, start at 679, c: 11
Node 529, start at 373, c: 5
Node 530, start at 13, c: 13
Node 531, start at 649, c: 19
Node 532, start at 338, c: 3
Node 533, start at 763, c: 3
Node 534, start at 120, c: 7
Node 535, start at 100, c: 5
Node 536, start at 570, c: 3
Node 537, start at 408, c: 5
Node 538, start at 856, c: 5
Node 539, start at 151, c: 7
Node 540, start at 756, c: 11
Node 541, start at 343, c: 13
Node 542, start at 588, c: 19
Node 543, start at 508, c: 3
Node 544, start at 917, c: 3
Node 545, start at 710, c: 11
Node 546, start at 789, c: 3
Node 547, start at 572, c: 3
Node 548, start at 455, c: 5
Node 549, start at 75, c: 5
Node 550, start at 703, c: 5
Node 551, start at 633, c: 11
Node 552, start at 900, c: 5
Node 553, start at 822, c: 5
Node 554, start at 795, c: 7
Node 555, start at 900, c: 7
Node 556, start at 621, c: 11
Node 557, start at 695, c: 5
Node 558, start at 911, c: 5
Node 559, start at 982, c: 3
Node 560, start at 33, c: 7
Node 561, start at 415, c: 5
Node 562, start at 120, c: 5
Node 563, start at 754, c: 11
Node 564, start at 22, c: 11
Node 565, start at 839, c: 13
Node 566, start at 211, c: 7
Node 567, start at 448, c: 13
Node 568, start at 870, c: 11
Node 569, start at 511, c: 13
Node 570, start at 575, c: 7
Node 571, start at 241, c: 7
Node 572, start at 690, c: 7
Node 573, start at 583, c: 13
Node 574, start at 717, c: 5
Node 575, start at 471, c: 5
Node 576, start at 594, c: 5
Node 577, start at 612, c: 7
Node 578, start at 781, c: 11
Node 579, start at 480, c: 13
Node 580, start at 372, c: 7
Node 581, start at 951, c: 3
Node 582, start at 371, c: 3
Node 583, start at 764, c: 5
Node 584, start at 980, c: 19
Node 585, start at 208, c: 5
Node 586, start at 344, c: 5
Node 587, start at 583, c: 7
Node 588, start at 772, c: 5
Node 589, start at 185, c: 19
Node 590, start at 982, c: 11
Node 591, start at 840, c: 5
Node 592, start at 982, c: 5
Node 593, start at 213, c: 3
Node 594, start at 623, c: 13
Node 595, start at 315, c: 13
Node 596, start at 588, c: 13
Node 597, start at 936, c: 19
Node 598, start at 491, c: 11
Node 599, start at 832, c: 5
Node 600, start at 470, c: 7
Node 601, start at 578, c: 5
Node 602, start at 891, c: 5
Node 603, start at 830, c: 19
Node 604, start at 463, c: 7
Node 605, start at 679, c: 13
Node 606, start at 390, c: 5
Node 607, start at 571, c: 13
Node 608, start at 349, c: 7
Node 609, start at 119, c: 3
Node 610, start at 417, c: 3
Node 611, start at 858, c: 3
Node 612, start at 677, c: 19
Node 613, start at 897, c: 5
Node 614, start at 149, c: 5
Node 615, start at 124, c: 19
Node 616, start at 172, c: 11
Node 617, start at 278, c: 7
Node 618, start at 129, c: 3
Node 619, start at 163, c: 19
Node 620, start at 51, c: 11
Node 621, start at 509, c: 5
Node 622, start at 194, c: 19
Node 623, start at 187, c: 7
Node 624, start at 762, c: 3
Node 625, start at 787, c: 19
Node 626, start at 681, c: 19
Node 627, start at 874, c: 13
Node 628, start at 64, c: 11
Node 629, start at 47, c: 13
Node 630, start at 370, c: 5
Node 631, start at 578, c: 11
Node 632, start at 993, c: 13
Node 633, start at 424, c: 5
Node 634, start at 311, c: 19
Node 635, start at 16, c: 7
Node 636, start at 270, c: 7
Node 637, start at 920, c: 5
Node 638, start at 706, c: 19
Node 639, start at 612, c: 11
Node 640, start at 855, c: 19
Node 641, start at 258, c: 7
Node 642, start at 195, c: 3
Node 643, start at 725, c: 5
Node 644, start at 676, c: 3
Node 645, start at 424, c: 13
Node 646, start at 131, c: 11
Node 647, start at 946, c: 7
Node 648, start at 872, c: 13
Node 649, start at 947, c: 11
Node 650, start at 246, c: 5
Node 651, start at 146, c: 11
Node 652, start at 184, c: 7
Node 653, start at 290, c: 7
Node 654, start at 791, c: 11
Node 655, start at 92, c: 19
Node 656, start at 380, c: 19
Node 657, start at 911, c: 7
Node 658, start at 766, c: 7
Node 659, start at 369, c: 19
Node 660, start at 202, c: 5
Node 661, start at 899, c: 7
Node 662, start at 335, c: 7
Node 663, start at 800, c: 3
Node 664, start at 791, c: 7
Node 665, start at 798, c: 11
Node 666, start at 8, c: 5
Node 667, start at 600, c: 13
Node 668, start at 496, c: 5
Node 669, start at 584, c: 3
Node 670, start at 878, c: 5
Node 671, start at 374, c: 5
Node 672, start at 433, c: 5
Node 673, start at 861, c: 5
Node 674, start at 919, c: 3
Node 675, start at 304, c: 5
Node 676, start at 859, c: 3
Node 677, start at 413, c: 7
Node 678, start at 309, c: 5
Node 679, start at 968, c: 11
Node 680, start at 19, c: 7
Node 681, start at 956, c: 19
Node 682, start at 212, c: 11
Node 683, start at 450, c: 11
Node 684, start at 917, c: 7
Node 685, start at 619, c: 13
Node 686, start at 343, c: 5
Node 687, start at 553, c: 5
Node 688, start at 1, c: 11
Node 689, start at 977, c: 7
Node 690, start at 93, c: 5
Node 691, start at 216, c: 7
Node 692, start at 672, c: 5
Node 693, start at 548, c: 7
Node 694, start at 501, c: 5
Node 695, start at 118, c: 5
Node 696, start at 84, c: 7
Node 697, start at 415, c: 3
Node 698, start at 413, c: 5
Node 699, start at 806, c: 13
Node 700, start at 958, c: 11
Node 701, start at 828, c: 13
Node 702, start at 646, c: 5
Node 703, start at 961, c: 7
Node 704, start at 844, c: 5
Node 705, start at 150, c: 5
Node 706, start at 832, c: 19
Node 707, start at 791, c: 5
Node 708, start at 316, c: 5
Node 709, start at 8, c: 3
Node 710, start at 7, c: 5
Node 711, start at 1, c: 3
Node 712, start at 852, c: 13
Node 713, start at 377, c: 13
Node 714, start at 138, c: 5
Node 715, start at 158, c: 7
Node 716, start at 673, c: 11
Node 717, start at 720, c: 7
Node 718, start at 465, c: 5
Node 719, start at 262, c: 5
Node 720, start at 421, c: 7
Node 721, start at 496, c: 11
Node 722, start at 576, c: 3
Node 723, start at 714, c: 13
Node 724, start at 1000, c: 7
Node 725, start at 818, c: 5
Node 726, start at 673, c: 19
Node 727, start at 444, c: 5
Node 728, start at 756, c: 5
Node 729, start at 676, c: 5
Node 730, start at 493, c: 5
Node 731, start at 136, c: 13
Node 732, start at 302, c: 5
Node 733, start at 961, c: 7
Node 734, start at 347, c: 5
Node 735, start at 801, c: 7
Node 736, start at 612, c: 5
Node 737, start at 649, c: 7
Node 738, start at 209, c: 11
Node 739, start at 310, c: 3
Node 740, start at 191, c: 13
Node 741, start at 471, c: 5
Node 742, start at 492, c: 7
Node 743, start at 109, c: 11
Node 744, start at 171, c: 5
Node 745, start at 799, c: 5
Node 746, start at 593, c: 5
Node 747, start at 461, c: 13
Node 748, start at 934, c: 5
Node 749, start at 898, c: 7
Node 750, start at 391, c: 5
Node 751, start at 923, c: 5
Node 752, start at 398, c: 13
Node 753, start at 919, c: 5
Node 754, start at 635, c: 7
Node 755, start at 155, c: 19
Node 756, start at 385, c: 7
Node 757, start at 590, c: 5
Node 758, start at 302, c: 3
Node 759, start at 788, c: 7
Node 760, start at 693, c: 5
Node 761, start at 175, c: 5
Node 762, start at 287, c: 7
Node 763, start at 988, c: 7
Node 764, start at 345, c: 5
Node 765, start at 805, c: 7
Node 766, start at 204, c: 11
Node 767, start at 857, c: 5
Node 768, start at 949, c: 5
Node 769, start at 358, c: 3
Node 770, start at 341, c: 7
Node 771, start at 323, c: 5
Node 772, start at 400, c: 5
Node 773, start at 515, c: 7
Node 774, start at 672, c: 3
Node 775, start at 50, c: 7
Node 776, start at 37, c: 5
Node 777, start at 41, c: 11
Node 778, start at 656, c: 5
Node 779, start at 507, c: 5
Node 780, start at 599, c: 5
Node 781, start at 907, c: 5
Node 782, start at 516, c: 13
Node 783, start at 19, c: 3
Node 784, start at 943, c: 19
Node 785, start at 123, c: 19
Node 786, start at 383, c: 3
Node 787, start at 249, c: 5
Node 788, start at 486, c: 5
Node 789, start at 474, c: 3
Node 790, start at 545, c: 5
Node 791, start at 782, c: 5
Node 792, start at 188, c: 11
Node 793, start at 639, c: 11
Node 794, start at 221, c: 7
Node 795, start at 467, c: 19
Node 796, start at 760, c: 5
Node 797, start at 593, c: 19
Node 798, start at 224, c: 13
Node 799, start at 972, c: 5
Node 800, start at 159, c: 7
Node 801, start at 582, c: 19
Node 802, start at 622, c: 5
Node 803, start at 962, c: 5
Node 804, start at 393, c: 5
Node 805, start at 224, c: 7
Node 806, start at 410, c: 13
Node 807, start at 672, c: 13
Node 808, start at 383, c: 13
Node 809, start at 403, c: 7
Node 810, start at 390, c: 5
Node 811, start at 154, c: 5
Node 812, start at 753, c: 11
Node 813, start at 38, c: 19
Node 814, start at 74, c: 3
Node 815, start at 516, c: 5
Node 816, start at 522, c: 19
Node 817, start at 555, c: 11
Node 818, start at 883, c: 13
Node 819, start at 428, c: 5
Node 820, start at 608, c: 13
Node 821, start at 53, c: 7
Node 822, start at 916, c: 7
Node 823, start at 817, c: 19
Node 824, start at 178, c: 3
Node 825, start at 34, c: 19
Node 826, start at 485, c: 3
Node 827, start at 243, c: 5
Node 828, start at 934, c: 13
Node 829, start at 668, c: 13
Node 830, start at 420, c: 5
Node 831, start at 892, c: 3
Node 832, start at 368, c: 11
Node 833, start at 260, c: 5
Node 834, start at 44, c: 5
Node 835, start at 400, c: 3
Node 836, start at 217, c: 5
Node 837, start at 130, c: 5
Node 838, start at 183, c: 11
Node 839, start at 346, c: 5
Node 840, start at 410, c: 13
Node 841, start at 638, c: 5
Node 842, start at 919, c: 7
Node 843, start at 729, c: 3
Node 844, start at 956, c: 19
Node 845, start at 164, c: 7
Node 846, start at 680, c: 19
Node 847, start at 684, c: 7
Node 848, start at 34, c: 5
Node 849, start at 811, c: 5
Node 850, start at 464, c: 19
Node 851, start at 955, c: 3
Node 852, start at 427, c: 19
Node 853, start at 167, c: 5
Node 854, start at 261, c: 5
Node 855, start at 760, c: 19
Node 856, start at 296, c: 5
Node 857, start at 501, c: 11
Node 858, start at 358, c: 13
Node 859, start at 28, c: 7
Node 860, start at 787, c: 7
Node 861, start at 676, c: 7
Node 862, start at 489, c: 7
Node 863, start at 424, c: 11
Node 864, start at 861, c: 5
Node 865, start at 541, c: 11
Node 866, start at 992, c: 13
Node 867, start at 230, c: 11
Node 868, start at 788, c: 19
Node 869, start at 338, c: 7
Node 870, start at 274, c: 5
Node 871, start at 961, c: 7
Node 872, start at 527, c: 13
Node 873, start at 663, c: 5
Node 874, start at 62, c: 5
Node 875, start at 440, c: 3
Node 876, start at 571, c: 3
Node 877, start at 572, c: 5
Node 878, start at 132, c: 11
Node 879, start at 519, c: 5
Node 880, start at 965, c: 5
Node 881, start at 55, c: 5
Node 882, start at 468, c: 13
Node 883, start at 694, c: 7
Node 884, start at 210, c: 7
Node 885, start at 677, c: 5
Node 886, start at 621, c: 19
Node 887, start at 583, c: 5
Node 888, start at 814, c: 7
Node 889, start at 590, c: 19
Node 890, start at 1, c: 5
Node 891, start at 327, c: 3
Node 892, start at 377, c: 5
Node 893, start at 253, c: 19
Node 894, start at 638, c: 7
Node 895, start at 861, c: 7
Node 896, start at 710, c: 19
Node 897, start at 917, c: 11
Node 898, start at 446, c: 11
Node 899, start at 566, c: 5
Node 900, start at 916, c: 13
Node 901, start at 165, c: 3
Node 902, start at 523, c: 13
Node 903, start at 467, c: 13
Node 904, start at 870, c: 5
Node 905, start at 649, c: 7
Node 906, start at 680, c: 5
Node 907, start at 789, c: 5
Node 908, start at 778, c: 7
Node 909, start at 874, c: 13
Node 910, start at 493, c: 19
Node 911, start at 626, c: 19
Node 912, start at 338, c: 7
Node 913, start at 660, c: 13
Node 914, start at 822, c: 5
Node 915, start at 100, c: 5
Node 916, start at 27, c: 3
Node 917, start at 243, c: 13
Node 918, start at 713, c: 11
Node 919, start at 817, c: 5
Node 920, start at 968, c: 11
Node 921, start at 241, c: 7
Node 922, start at 765, c: 19
Node 923, start at 395, c: 13
Node 924, start at 5, c: 7
Node 925, start at 889, c: 5
Node 926, start at 912, c: 7
Node 927, start at 343, c: 5
Node 928, start at 339, c: 5
Node 929, start at 78, c: 7
Node 930, start at 597, c: 5
Node 931, start at 513, c: 5
