Node 0, start at 428, n: 11, c:11
Node 114, start at 732, n: 13, c:13
Node 115, start at 825, n: 3, c:3
Node 116, start at 897, n: 3, c:3
Node 117, start at 282, n: 11, c:11
Node 118, start at 415, n: 3, c:3
Node 119, start at 383, n: 7, c:7
Node 120, start at 791, n: 5, c:5
Node 121, start at 12, n: 5, c:5
Node 122, start at 135, n: 5, c:5
Node 123, start at 281, n: 5, c:5
Node 124, start at 726, n: 5, c:5
Node 125, start at 663, n: 5, c:5
Node 126, start at 233, n: 5, c:5
Node 127, start at 642, n: 11, c:11
Node 128, start at 774, n: 5, c:5
Node 129, start at 240, n: 5, c:5
Node 130, start at 779, n: 7, c:7
Node 131, start at 884, n: 3, c:3
Node 132, start at 336, n: 5, c:5
Node 133, start at 251, n: 3, c:3
Node 134, start at 119, n: 5, c:5
Node 135, start at 210, n: 5, c:5
Node 136, start at 156, n: 11, c:11
Node 137, start at 145, n: 11, c:11
Node 138, start at 878, n: 3, c:3
Node 139, start at 387, n: 5, c:5
Node 140, start at 489, n: 7, c:7
Node 141, start at 626, n: 3, c:3
Node 142, start at 712, n: 5, c:5
Node 143, start at 621, n: 13, c:13
Node 144, start at 549, n: 5, c:5
Node 145, start at 115, n: 7, c:7
Node 146, start at 810, n: 11, c:11
Node 147, start at 35, n: 3, c:3
Node 148, start at 557, n: 7, c:7
Node 149, start at 889, n: 7, c:7
Node 150, start at 335, n: 11, c:11
Node 151, start at 727, n: 11, c:11
Node 152, start at 623, n: 7, c:7
Node 153, start at 302, n: 3, c:3
Node 154, start at 90, n: 3, c:3
Node 155, start at 435, n: 7, c:7
Node 156, start at 320, n: 5, c:5
Node 157, start at 923, n: 5, c:5
Node 158, start at 130, n: 13, c:13
Node 159, start at 968, n: 5, c:5
Node 160, start at 613, n: 3, c:3
Node 161, start at 591, n: 7, c:7
Node 162, start at 62, n: 3, c:3
Node 163, start at 394, n: 5, c:5
Node 164, start at 580, n: 5, c:5
Node 165, start at 50, n: 5, c:5
Node 166, start at 889, n: 3, c:3
Node 167, start at 988, n: 11, c:11
Node 168, start at 864, n: 5, c:5
Node 169, start at 43, n: 13, c:13
Node 170, start at 85, n: 13, c:13
Node 171, start at 990, n: 7, c:7
Node 172, start at 730, n: 3, c:3
Node 173, start at 984, n: 3, c:3
Node 174, start at 563, n: 3, c:3
Node 175, start at 451, n: 7, c:7
Node 176, start at 469, n: 11, c:11
Node 177, start at 104, n: 5, c:5
Node 178, start at 819, n: 11, c:11
Node 179, start at 906, n: 5, c:5
Node 180, start at 426, n: 13, c:13
Node 181, start at 111, n: 7, c:7
Node 182, start at 967, n: 7, c:7
Node 183, start at 706, n: 7, c:7
Node 184, start at 247, n: 5, c:5
Node 185, start at 68, n: 3, c:3
Node 186, start at 428, n: 3, c:3
Node 187, start at 213, n: 13, c:13
Node 188, start at 664, n: 3, c:3
Node 189, start at 970, n: 5, c:5
Node 190, start at 553, n: 5, c:5
Node 191, start at 567, n: 11, c:11
Node 192, start at 869, n: 3, c:3
Node 193, start at 17, n: 5, c:5
Node 194, start at 440, n: 11, c:11
Node 195, start at 353, n: 13, c:13
Node 196, start at 961, n: 3, c:3
Node 197, start at 266, n: 13, c:13
Node 198, start at 746, n: 7, c:7
Node 199, start at 513, n: 5, c:5
Node 200, start at 222, n: 5, c:5
Node 201, start at 833, n: 3, c:3
Node 202, start at 112, n: 5, c:5
Node 203, start at 662, n: 11, c:11
Node 204, start at 153, n: 5, c:5
Node 205, start at 968, n: 3, c:3
Node 206, start at 154, n: 3, c:3
Node 207, start at 37, n: 5, c:5
Node 208, start at 897, n: 11, c:11
Node 209, start at 720, n: 13, c:13
Node 210, start at 410, n: 5, c:5
Node 211, start at 358, n: 3, c:3
Node 212, start at 815, n: 5, c:5
Node 213, start at 563, n: 13, c:13
Node 214, start at 315, n: 13, c:13
Node 215, start at 433, n: 5, c:5
Node 216, start at 80, n: 11, c:11
Node 217, start at 436, n: 3, c:3
Node 218, start at 890, n: 7, c:7
Node 219, start at 779, n: 5, c:5
Node 220, start at 138, n: 5, c:5
Node 221, start at 998, n: 13, c:13
Node 222, start at 148, n: 3, c:3
Node 223, start at 825, n: 3, c:3
Node 224, start at 598, n: 7, c:7
Node 225, start at 933, n: 5, c:5
Node 226, start at 337, n: 13, c:13
Node 227, start at 310, n: 13, c:13
Node 228, start at 656, n: 7, c:7
Node 229, start at 90, n: 13, c:13
Node 230, start at 579, n: 3, c:3
Node 231, start at 497, n: 7, c:7
Node 232, start at 223, n: 3, c:3
Node 233, start at 112, n: 5, c:5
Node 234, start at 946, n: 11, c:11
Node 235, start at 12, n: 3, c:3
Node 236, start at 565, n: 7, c:7
Node 237, start at 560, n: 5, c:5
Node 238, start at 198, n: 3, c:3
Node 239, start at 898, n: 5, c:5
Node 240, start at 316, n: 3, c:3
Node 241, start at 686, n: 3, c:3
Node 242, start at 820, n: 3, c:3
Node 243, start at 306, n: 13, c:13
Node 244, start at 892, n: 13, c:13
Node 245, start at 78, n: 13, c:13
Node 246, start at 897, n: 3, c:3
Node 247, start at 814, n: 5, c:5
Node 248, start at 819, n: 3, c:3
Node 249, start at 345, n: 3, c:3
Node 250, start at 471, n: 7, c:7
Node 251, start at 369, n: 5, c:5
Node 252, start at 906, n: 5, c:5
Node 253, start at 47, n: 3, c:3
Node 254, start at 953, n: 3, c:3
Node 255, start at 893, n: 13, c:13
Node 256, start at 743, n: 3, c:3
Node 257, start at 103, n: 5, c:5
Node 258, start at 130, n: 3, c:3
Node 259, start at 262, n: 3, c:3
Node 260, start at 698, n: 7, c:7
Node 261, start at 982, n: 3, c:3
Node 262, start at 924, n: 13, c:13
Node 263, start at 596, n: 7, c:7
Node 264, start at 502, n: 7, c:7
Node 265, start at 163, n: 7, c:7
Node 266, start at 63, n: 5, c:5
Node 267, start at 54, n: 5, c:5
Node 268, start at 614, n: 5, c:5
Node 269, start at 957, n: 7, c:7
Node 270, start at 439, n: 3, c:3
Node 271, start at 896, n: 13, c:13
Node 272, start at 37, n: 3, c:3
Node 273, start at 306, n: 5, c:5
Node 274, start at 236, n: 13, c:13
Node 275, start at 122, n: 5, c:5
Node 276, start at 353, n: 13, c:13
Node 277, start at 552, n: 11, c:11
Node 278, start at 850, n: 3, c:3
Node 279, start at 251, n: 5, c:5
Node 280, start at 98, n: 5, c:5
Node 281, start at 539, n: 3, c:3
Node 282, start at 555, n: 13, c:13
Node 283, start at 177, n: 3, c:3
Node 284, start at 786, n: 5, c:5
Node 285, start at 676, n: 5, c:5
Node 286, start at 126, n: 5, c:5
Node 287, start at 344, n: 3, c:3
Node 288, start at 767, n: 13, c:13
Node 289, start at 43, n: 3, c:3
Node 290, start at 610, n: 7, c:7
Node 291, start at 705, n: 5, c:5
Node 292, start at 815, n: 3, c:3
Node 293, start at 777, n: 5, c:5
Node 294, start at 723, n: 5, c:5
Node 295, start at 525, n: 13, c:13
Node 296, start at 935, n: 3, c:3
Node 297, start at 498, n: 13, c:13
Node 298, start at 276, n: 13, c:13
Node 299, start at 301, n: 3, c:3
Node 300, start at 269, n: 11, c:11
Node 301, start at 979, n: 3, c:3
Node 302, start at 734, n: 5, c:5
Node 303, start at 316, n: 3, c:3
Node 304, start at 464, n: 3, c:3
Node 305, start at 968, n: 5, c:5
Node 306, start at 487, n: 3, c:3
Node 307, start at 78, n: 5, c:5
Node 308, start at 829, n: 5, c:5
Node 309, start at 338, n: 5, c:5
Node 310, start at 710, n: 3, c:3
Node 311, start at 383, n: 3, c:3
Node 312, start at 239, n: 7, c:7
Node 313, start at 521, n: 3, c:3
Node 314, start at 56, n: 5, c:5
Node 315, start at 204, n: 7, c:7
Node 316, start at 416, n: 3, c:3
Node 317, start at 356, n: 3, c:3
Node 318, start at 763, n: 11, c:11
Node 319, start at 317, n: 3, c:3
Node 320, start at 704, n: 7, c:7
Node 321, start at 895, n: 3, c:3
Node 322, start at 792, n: 3, c:3
Node 323, start at 556, n: 3, c:3
Node 324, start at 584, n: 5, c:5
Node 325, start at 44, n: 3, c:3
Node 326, start at 988, n: 3, c:3
Node 327, start at 222, n: 3, c:3
Node 328, start at 962, n: 3, c:3
Node 329, start at 49, n: 13, c:13
Node 330, start at 860, n: 3, c:3
Node 331, start at 601, n: 3, c:3
Node 332, start at 562, n: 5, c:5
Node 333, start at 565, n: 13, c:13
Node 334, start at 292, n: 3, c:3
Node 335, start at 836, n: 7, c:7
Node 336, start at 482, n: 3, c:3
Node 337, start at 423, n: 5, c:5
Node 338, start at 871, n: 3, c:3
Node 339, start at 213, n: 3, c:3
Node 340, start at 409, n: 5, c:5
Node 341, start at 666, n: 5, c:5
Node 342, start at 994, n: 11, c:11
Node 343, start at 552, n: 5, c:5
Node 344, start at 264, n: 3, c:3
Node 345, start at 327, n: 5, c:5
Node 346, start at 594, n: 5, c:5
Node 347, start at 274, n: 3, c:3
Node 348, start at 934, n: 13, c:13
Node 349, start at 279, n: 11, c:11
Node 350, start at 89, n: 7, c:7
Node 351, start at 13, n: 5, c:5
Node 352, start at 906, n: 5, c:5
Node 353, start at 624, n: 3, c:3
Node 354, start at 743, n: 3, c:3
Node 355, start at 634, n: 3, c:3
Node 356, start at 779, n: 3, c:3
Node 357, start at 134, n: 13, c:13
Node 358, start at 514, n: 3, c:3
Node 359, start at 300, n: 5, c:5
Node 360, start at 608, n: 5, c:5
Node 361, start at 532, n: 7, c:7
Node 362, start at 178, n: 5, c:5
Node 363, start at 288, n: 13, c:13
Node 364, start at 632, n: 3, c:3
Node 365, start at 410, n: 3, c:3
Node 366, start at 649, n: 3, c:3
Node 367, start at 296, n: 7, c:7
Node 368, start at 232, n: 11, c:11
Node 369, start at 363, n: 7, c:7
Node 370, start at 577, n: 3, c:3
Node 371, start at 604, n: 5, c:5
Node 372, start at 801, n: 7, c:7
Node 373, start at 271, n: 13, c:13
Node 374, start at 438, n: 11, c:11
Node 375, start at 739, n: 5, c:5
Node 376, start at 518, n: 3, c:3
Node 377, start at 497, n: 7, c:7
Node 378, start at 386, n: 5, c:5
Node 379, start at 31, n: 3, c:3
Node 380, start at 684, n: 5, c:5
Node 381, start at 428, n: 7, c:7
Node 382, start at 660, n: 3, c:3
Node 383, start at 979, n: 5, c:5
Node 384, start at 149, n: 3, c:3
Node 385, start at 470, n: 5, c:5
Node 386, start at 98, n: 7, c:7
Node 387, start at 975, n: 7, c:7
Node 388, start at 437, n: 5, c:5
Node 389, start at 700, n: 11, c:11
Node 390, start at 444, n: 5, c:5
Node 391, start at 776, n: 7, c:7
Node 392, start at 133, n: 3, c:3
Node 393, start at 307, n: 11, c:11
Node 394, start at 466, n: 3, c:3
Node 395, start at 827, n: 3, c:3
Node 396, start at 642, n: 11, c:11
Node 397, start at 103, n: 5, c:5
Node 398, start at 87, n: 7, c:7
Node 399, start at 108, n: 13, c:13
Node 400, start at 775, n: 13, c:13
Node 401, start at 168, n: 5, c:5
Node 402, start at 750, n: 5, c:5
Node 403, start at 662, n: 5, c:5
Node 404, start at 98, n: 7, c:7
Node 405, start at 344, n: 13, c:13
Node 406, start at 638, n: 3, c:3
Node 407, start at 507, n: 3, c:3
Node 408, start at 270, n: 3, c:3
Node 409, start at 655, n: 13, c:13
Node 410, start at 84, n: 3, c:3
Node 411, start at 842, n: 3, c:3
Node 412, start at 925, n: 5, c:5
Node 413, start at 873, n: 5, c:5
Node 414, start at 750, n: 3, c:3
Node 415, start at 595, n: 3, c:3
Node 416, start at 974, n: 3, c:3
Node 417, start at 962, n: 7, c:7
Node 418, start at 733, n: 3, c:3
Node 419, start at 281, n: 5, c:5
Node 420, start at 56, n: 7, c:7
Node 421, start at 308, n: 5, c:5
Node 422, start at 378, n: 3, c:3
Node 423, start at 146, n: 5, c:5
Node 424, start at 272, n: 5, c:5
Node 425, start at 106, n: 11, c:11
Node 426, start at 244, n: 5, c:5
Node 427, start at 814, n: 11, c:11
Node 428, start at 344, n: 3, c:3
Node 429, start at 210, n: 5, c:5
Node 430, start at 762, n: 3, c:3
Node 431, start at 15, n: 7, c:7
Node 432, start at 130, n: 3, c:3
Node 433, start at 699, n: 5, c:5
Node 434, start at 773, n: 3, c:3
Node 435, start at 867, n: 7, c:7
Node 436, start at 547, n: 3, c:3
Node 437, start at 632, n: 3, c:3
Node 438, start at 354, n: 13, c:13
Node 439, start at 206, n: 13, c:13
Node 440, start at 626, n: 11, c:11
Node 441, start at 879, n: 5, c:5
Node 442, start at 898, n: 11, c:11
Node 443, start at 767, n: 3, c:3
Node 444, start at 396, n: 13, c:13
Node 445, start at 476, n: 13, c:13
Node 446, start at 222, n: 5, c:5
Node 447, start at 261, n: 3, c:3
Node 448, start at 243, n: 5, c:5
Node 449, start at 747, n: 13, c:13
Node 450, start at 115, n: 11, c:11
Node 451, start at 842, n: 7, c:7
Node 452, start at 668, n: 3, c:3
Node 453, start at 891, n: 5, c:5
Node 454, start at 238, n: 7, c:7
Node 455, start at 547, n: 7, c:7
Node 456, start at 404, n: 3, c:3
Node 457, start at 977, n: 5, c:5
Node 458, start at 143, n: 11, c:11
Node 459, start at 417, n: 3, c:3
Node 460, start at 264, n: 3, c:3
Node 461, start at 315, n: 13, c:13
Node 462, start at 894, n: 11, c:11
Node 463, start at 494, n: 13, c:13
Node 464, start at 555, n: 13, c:13
Node 465, start at 894, n: 11, c:11
Node 466, start at 878, n: 5, c:5
Node 467, start at 216, n: 11, c:11
Node 468, start at 492, n: 13, c:13
Node 469, start at 19, n: 5, c:5
Node 470, start at 90, n: 3, c:3
Node 471, start at 678, n: 3, c:3
Node 472, start at 172, n: 5, c:5
Node 473, start at 204, n: 7, c:7
Node 474, start at 124, n: 7, c:7
Node 475, start at 816, n: 13, c:13
Node 476, start at 574, n: 13, c:13
Node 477, start at 426, n: 3, c:3
Node 478, start at 23, n: 13, c:13
Node 479, start at 652, n: 5, c:5
Node 480, start at 943, n: 5, c:5
Node 481, start at 606, n: 3, c:3
Node 482, start at 324, n: 3, c:3
Node 483, start at 883, n: 5, c:5
Node 484, start at 104, n: 5, c:5
Node 485, start at 174, n: 3, c:3
Node 486, start at 388, n: 3, c:3
Node 487, start at 868, n: 11, c:11
Node 488, start at 361, n: 5, c:5
Node 489, start at 25, n: 3, c:3
Node 490, start at 313, n: 7, c:7
Node 491, start at 727, n: 7, c:7
Node 492, start at 637, n: 3, c:3
Node 493, start at 540, n: 5, c:5
Node 494, start at 313, n: 5, c:5
Node 495, start at 881, n: 11, c:11
Node 496, start at 175, n: 3, c:3
Node 497, start at 36, n: 5, c:5
Node 498, start at 432, n: 5, c:5
Node 499, start at 423, n: 3, c:3
Node 500, start at 110, n: 5, c:5
Node 501, start at 519, n: 5, c:5
Node 502, start at 616, n: 3, c:3
Node 503, start at 588, n: 13, c:13
Node 504, start at 543, n: 5, c:5
Node 505, start at 991, n: 7, c:7
Node 506, start at 0, n: 5, c:5
Node 507, start at 193, n: 3, c:3
Node 508, start at 682, n: 5, c:5
Node 509, start at 133, n: 3, c:3
Node 510, start at 978, n: 13, c:13
Node 511, start at 949, n: 3, c:3
Node 512, start at 758, n: 11, c:11
Node 513, start at 254, n: 5, c:5
Node 514, start at 377, n: 13, c:13
Node 515, start at 81, n: 3, c:3
Node 516, start at 107, n: 5, c:5
Node 517, start at 258, n: 5, c:5
Node 518, start at 561, n: 5, c:5
Node 519, start at 355, n: 3, c:3
Node 520, start at 561, n: 3, c:3
Node 521, start at 353, n: 5, c:5
Node 522, start at 231, n: 5, c:5
Node 523, start at 503, n: 3, c:3
Node 524, start at 209, n: 3, c:3
Node 525, start at 557, n: 11, c:11
Node 526, start at 213, n: 5, c:5
Node 527, start at 462, n: 5, c:5
Node 528, start at 289, n: 3, c:3
Node 529, start at 330, n: 7, c:7
Node 530, start at 939, n: 5, c:5
Node 531, start at 985, n: 3, c:3
Node 532, start at 512, n: 5, c:5
Node 533, start at 882, n: 5, c:5
Node 534, start at 767, n: 13, c:13
Node 535, start at 650, n: 7, c:7
Node 536, start at 331, n: 5, c:5
Node 537, start at 278, n: 5, c:5
Node 538, start at 74, n: 3, c:3
Node 539, start at 878, n: 5, c:5
Node 540, start at 750, n: 3, c:3
Node 541, start at 556, n: 5, c:5
Node 542, start at 978, n: 13, c:13
Node 543, start at 559, n: 11, c:11
Node 544, start at 172, n: 5, c:5
Node 545, start at 931, n: 7, c:7
Node 546, start at 701, n: 11, c:11
Node 547, start at 173, n: 5, c:5
Node 548, start at 128, n: 11, c:11
Node 549, start at 589, n: 3, c:3
Node 550, start at 568, n: 5, c:5
Node 551, start at 569, n: 13, c:13
Node 552, start at 116, n: 5, c:5
Node 553, start at 482, n: 3, c:3
Node 554, start at 324, n: 13, c:13
Node 555, start at 260, n: 11, c:11
Node 556, start at 362, n: 5, c:5
Node 557, start at 464, n: 5, c:5
Node 558, start at 774, n: 7, c:7
Node 559, start at 679, n: 5, c:5
Node 560, start at 193, n: 13, c:13
Node 561, start at 965, n: 5, c:5
Node 562, start at 148, n: 5, c:5
Node 563, start at 556, n: 3, c:3
Node 564, start at 8, n: 5, c:5
Node 565, start at 706, n: 3, c:3
Node 566, start at 232, n: 5, c:5
Node 567, start at 285, n: 5, c:5
Node 568, start at 389, n: 5, c:5
Node 569, start at 271, n: 3, c:3
Node 570, start at 149, n: 5, c:5
Node 571, start at 461, n: 5, c:5
Node 572, start at 562, n: 7, c:7
Node 573, start at 633, n: 5, c:5
Node 574, start at 864, n: 3, c:3
Node 575, start at 681, n: 3, c:3
Node 576, start at 860, n: 13, c:13
Node 577, start at 622, n: 13, c:13
Node 578, start at 702, n: 13, c:13
Node 579, start at 69, n: 5, c:5
Node 580, start at 729, n: 3, c:3
Node 581, start at 775, n: 3, c:3
Node 582, start at 731, n: 7, c:7
Node 583, start at 6, n: 11, c:11
Node 584, start at 26, n: 5, c:5
Node 585, start at 872, n: 3, c:3
Node 586, start at 992, n: 3, c:3
Node 587, start at 516, n: 3, c:3
Node 588, start at 389, n: 11, c:11
Node 589, start at 64, n: 7, c:7
Node 590, start at 668, n: 3, c:3
Node 591, start at 216, n: 3, c:3
Node 592, start at 806, n: 7, c:7
Node 593, start at 151, n: 11, c:11
Node 594, start at 417, n: 5, c:5
Node 595, start at 495, n: 5, c:5
Node 596, start at 937, n: 5, c:5
Node 597, start at 377, n: 5, c:5
Node 598, start at 653, n: 3, c:3
Node 599, start at 213, n: 13, c:13
Node 600, start at 553, n: 3, c:3
Node 601, start at 213, n: 3, c:3
Node 602, start at 766, n: 5, c:5
Node 603, start at 396, n: 3, c:3
Node 604, start at 284, n: 5, c:5
Node 605, start at 185, n: 13, c:13
Node 606, start at 653, n: 5, c:5
Node 607, start at 510, n: 13, c:13
Node 608, start at 721, n: 3, c:3
Node 609, start at 51, n: 5, c:5
Node 610, start at 112, n: 3, c:3
Node 611, start at 700, n: 11, c:11
Node 612, start at 486, n: 3, c:3
Node 613, start at 822, n: 7, c:7
Node 614, start at 983, n: 5, c:5
Node 615, start at 243, n: 5, c:5
Node 616, start at 330, n: 3, c:3
Node 617, start at 383, n: 11, c:11
Node 618, start at 493, n: 5, c:5
Node 619, start at 568, n: 3, c:3
Node 620, start at 155, n: 5, c:5
Node 621, start at 379, n: 3, c:3
Node 622, start at 970, n: 5, c:5
Node 623, start at 159, n: 5, c:5
Node 624, start at 799, n: 3, c:3
Node 625, start at 750, n: 5, c:5
Node 626, start at 484, n: 5, c:5
Node 627, start at 282, n: 5, c:5
Node 628, start at 261, n: 11, c:11
Node 629, start at 276, n: 3, c:3
Node 630, start at 418, n: 3, c:3
Node 631, start at 333, n: 11, c:11
Node 632, start at 540, n: 3, c:3
Node 633, start at 835, n: 13, c:13
Node 634, start at 121, n: 13, c:13
Node 635, start at 29, n: 3, c:3
Node 636, start at 518, n: 5, c:5
Node 637, start at 881, n: 13, c:13
Node 638, start at 859, n: 13, c:13
Node 639, start at 271, n: 3, c:3
Node 640, start at 399, n: 3, c:3
Node 641, start at 770, n: 13, c:13
Node 642, start at 52, n: 5, c:5
Node 643, start at 919, n: 5, c:5
Node 644, start at 841, n: 5, c:5
Node 645, start at 307, n: 13, c:13
Node 646, start at 216, n: 5, c:5
Node 647, start at 46, n: 3, c:3
Node 648, start at 148, n: 5, c:5
Node 649, start at 553, n: 3, c:3
Node 650, start at 364, n: 5, c:5
Node 651, start at 308, n: 13, c:13
Node 652, start at 123, n: 3, c:3
Node 653, start at 360, n: 5, c:5
Node 654, start at 995, n: 7, c:7
Node 655, start at 152, n: 13, c:13
Node 656, start at 350, n: 3, c:3
Node 657, start at 607, n: 5, c:5
Node 658, start at 510, n: 5, c:5
Node 659, start at 705, n: 3, c:3
Node 660, start at 443, n: 3, c:3
Node 661, start at 867, n: 5, c:5
Node 662, start at 14, n: 11, c:11
Node 663, start at 702, n: 3, c:3
Node 664, start at 72, n: 3, c:3
Node 665, start at 784, n: 7, c:7
Node 666, start at 800, n: 3, c:3
Node 667, start at 466, n: 3, c:3
Node 668, start at 675, n: 3, c:3
Node 669, start at 962, n: 13, c:13
Node 670, start at 741, n: 5, c:5
Node 671, start at 210, n: 3, c:3
Node 672, start at 748, n: 5, c:5
Node 673, start at 745, n: 5, c:5
Node 674, start at 485, n: 5, c:5
Node 675, start at 462, n: 3, c:3
Node 676, start at 488, n: 5, c:5
Node 677, start at 870, n: 3, c:3
Node 678, start at 592, n: 5, c:5
Node 679, start at 318, n: 13, c:13
Node 680, start at 137, n: 5, c:5
Node 681, start at 629, n: 3, c:3
Node 682, start at 876, n: 7, c:7
Node 683, start at 372, n: 3, c:3
Node 684, start at 705, n: 11, c:11
Node 685, start at 751, n: 5, c:5
Node 686, start at 130, n: 11, c:11
Node 687, start at 924, n: 3, c:3
Node 688, start at 555, n: 5, c:5
Node 689, start at 122, n: 3, c:3
Node 690, start at 360, n: 3, c:3
Node 691, start at 806, n: 3, c:3
Node 692, start at 100, n: 3, c:3
Node 693, start at 153, n: 5, c:5
Node 694, start at 335, n: 11, c:11
Node 695, start at 465, n: 5, c:5
Node 696, start at 259, n: 7, c:7
Node 697, start at 459, n: 7, c:7
Node 698, start at 71, n: 3, c:3
Node 699, start at 44, n: 5, c:5
Node 700, start at 944, n: 5, c:5
Node 701, start at 259, n: 11, c:11
Node 702, start at 736, n: 3, c:3
Node 703, start at 570, n: 3, c:3
Node 704, start at 956, n: 13, c:13
Node 705, start at 512, n: 11, c:11
Node 706, start at 205, n: 11, c:11
Node 707, start at 830, n: 7, c:7
Node 708, start at 146, n: 5, c:5
Node 709, start at 789, n: 5, c:5
Node 710, start at 573, n: 3, c:3
Node 711, start at 927, n: 3, c:3
Node 712, start at 647, n: 5, c:5
Node 713, start at 983, n: 5, c:5
Node 714, start at 907, n: 5, c:5
Node 715, start at 187, n: 5, c:5
Node 716, start at 430, n: 7, c:7
Node 717, start at 529, n: 5, c:5
Node 718, start at 800, n: 5, c:5
Node 719, start at 0, n: 7, c:7
Node 720, start at 230, n: 5, c:5
Node 721, start at 334, n: 3, c:3
Node 722, start at 579, n: 3, c:3
Node 723, start at 878, n: 5, c:5
Node 724, start at 73, n: 3, c:3
Node 725, start at 94, n: 5, c:5
Node 726, start at 636, n: 3, c:3
Node 727, start at 617, n: 5, c:5
Node 728, start at 651, n: 13, c:13
Node 729, start at 157, n: 3, c:3
Node 730, start at 197, n: 3, c:3
Node 731, start at 134, n: 3, c:3
Node 732, start at 268, n: 11, c:11
Node 733, start at 699, n: 7, c:7
Node 734, start at 222, n: 3, c:3
